Date,Open,High,Low,Close,Volume
2016-08-12,2784.7807767250297,2804.3002681506723,2713.2093081643397,2752.248291015625,123190100
2016-08-15,2739.2354405037054,2752.248435470469,2641.63797825298,2661.157470703125,126444800
2016-08-16,2693.689697265625,2726.222181532118,2661.157212999132,2693.689697265625,125421200
2016-08-18,2726.222248391544,2771.7677274816174,2706.7027573529413,2765.26123046875,199163900
2016-08-19,2765.2611626519097,2778.274156358507,2680.676703559028,2693.689697265625,117134200
2016-08-22,2706.70263671875,2713.209133441632,2674.170153104342,2706.70263671875,90760300
2016-08-23,2726.2224508710383,2745.741943359375,2654.6509784138034,2745.741943359375,135968200
2016-08-24,2719.715953374926,2765.261435847712,2706.7029583827016,2745.741943359375,77672300
2016-08-25,2745.741943359375,2758.7549383516,2732.7289483671507,2745.741943359375,85476500
2016-08-26,2732.72885429038,2752.2483461067395,2713.20936247402,2739.2353515625,55203100
2016-08-29,2732.7286783854165,2732.7286783854165,2680.676703559028,2693.689697265625,86940700
2016-08-30,2693.6902224314294,2726.222713040505,2680.6772261877995,2713.209716796875,89405700
2016-08-31,2706.7028652019003,2758.7548433788597,2700.19636792978,2739.2353515625,119001300
2016-09-01,2700.1961399958686,2739.235120333158,2687.183146550105,2706.70263671875,73019400
2016-09-02,2680.6770228794644,2739.2355015345984,2680.6770228794644,2732.72900390625,67797200
2016-09-05,2732.72900390625,2758.754994419643,2719.7160086495537,2732.72900390625,49860400
2016-09-06,2739.2351483039133,2758.754638671875,2726.2221547252725,2758.754638671875,48004000
2016-09-07,2758.7548433788597,2758.7548433788597,2693.6898706576603,2739.2353515625,80888800
2016-09-08,2732.7286236102764,2739.235120333158,2706.70263671875,2706.70263671875,64125200
2016-09-09,2700.1965693721068,2706.7030671296297,2622.118596281829,2635.131591796875,120404300
2016-09-13,2635.131591796875,2661.157582826968,2589.586107494213,2635.131591796875,123714900
2016-09-14,2635.1313224427345,2635.1313224427345,2570.0663515182227,2583.079345703125,107944800
2016-09-15,2602.5987413194443,2706.702690972222,2602.5987413194443,2693.689697265625,113131600
2016-09-16,2693.6899581200337,2745.741937987087,2654.6509732197433,2661.157470703125,138669100
2016-09-19,2687.183520507813,2758.754994419643,2687.183520507813,2732.72900390625,74240200
2016-09-20,2700.1961399958686,2745.7416170560396,2700.1961399958686,2706.70263671875,88244400
2016-09-21,2706.7030133928574,2745.7419991629467,2667.664027622768,2732.72900390625,97627500
2016-09-22,2765.261285299387,2778.2742795831487,2732.7287995899824,2752.248291015625,159174700
2016-09-23,2752.248291015625,2765.261285299387,2713.2093081643397,2752.248291015625,84251000
2016-09-26,2732.728651514593,2765.2611354611954,2726.2221547252725,2758.754638671875,78037000
2016-09-27,2726.2222877573745,2784.7807617187505,2713.209293543736,2784.78076171875,106582800
2016-09-28,2745.741739430147,2778.274224494485,2745.741739430147,2765.26123046875,66963300
2016-09-29,2752.2483695503715,2823.8198401533364,2752.2483695503715,2791.287353515625,130275100
2016-09-30,2791.287541577545,2862.8590170026105,2778.274546045715,2804.300537109375,137113000
2016-10-03,2836.832952072631,2856.352444862122,2804.300464090147,2849.845947265625,58639700
2016-10-04,2849.845512740109,2862.858505948968,2836.83251953125,2836.83251953125,69761200
2016-10-05,2817.3134379542153,2830.326433048692,2784.7809502180235,2797.7939453125,64563500
2016-10-06,2784.7808324673397,2797.793827011579,2732.72885429038,2739.2353515625,83690900
2016-10-07,2745.7419991629467,2758.754994419643,2713.2095110212053,2732.72900390625,50796000
2016-10-10,2719.715630164513,2752.2481137789214,2700.1961399958686,2706.70263671875,33361000
2016-10-11,2713.209133441632,2719.715630164513,2680.6766498272236,2706.70263671875,95073200
2016-10-12,2687.183200412326,2706.702690972222,2680.676703559028,2693.689697265625,77235200
2016-10-13,2700.196571167576,2726.2225622149745,2693.6900734057267,2719.716064453125,95797800
2016-10-14,2732.72885429038,2765.2613406509795,2719.71585974614,2739.2353515625,127750100
2016-10-17,2732.728651514593,2765.2611354611954,2732.728651514593,2758.754638671875,62848500
2016-10-18,2765.261285299387,2771.7677824412676,2745.741793873744,2752.248291015625,47811100
2016-10-19,2752.2484967912947,2765.2614920479914,2732.72900390625,2732.72900390625,39787500
2016-10-20,2739.2355015345984,2758.754994419643,2719.7160086495537,2732.72900390625,49146300
2016-10-21,2732.72885429038,2758.7548433788597,2726.22235701826,2739.2353515625,32147200
2016-10-24,2732.7289483671507,2758.7549383516,2726.2224508710383,2745.741943359375,44928300
2016-10-25,2732.72900390625,2745.7419991629467,2726.222506277902,2732.72900390625,70646400
2016-10-26,2719.716158263723,2745.742150208831,2719.716158263723,2726.22265625,51043000
2016-10-27,2745.7416450932337,2771.767632250516,2739.2351483039133,2758.754638671875,59171100
2016-10-28,2745.741793873744,2765.261285299387,2745.741793873744,2752.248291015625,63978700
2016-10-31,2752.2484408554874,2765.261435847712,2739.235445863263,2745.741943359375,87255800
2016-11-01,2752.2484967912947,2758.754994419643,2732.72900390625,2732.72900390625,40526400
2016-11-02,2732.72900390625,2758.754994419643,2726.222506277902,2732.72900390625,65592600
2016-11-03,2732.7292686370483,2739.235766895708,2680.6772825677713,2700.19677734375,142513800
2016-11-04,2680.6772825677713,2706.7032756024096,2667.6642860504517,2700.19677734375,94570400
2016-11-07,2700.19677734375,2732.7292686370483,2687.183780826431,2700.19677734375,56762000
2016-11-08,2713.209293543736,2797.793755932389,2713.209293543736,2784.78076171875,73529000
2016-11-09,2765.2612186172637,2791.2872065571905,2674.1702608275186,2680.6767578125,142550300
2016-11-10,2719.716158263723,2745.742150208831,2687.183668332339,2726.22265625,197201200
2016-11-11,2635.1312255859375,2635.1312255859375,2544.040269639757,2576.57275390625,244873100
2016-11-14,2505.001384966606,2524.5208762780344,2368.3649457866095,2465.96240234375,331538800
2016-11-15,2491.9883759816485,2570.0663407643633,2446.442896525065,2498.494873046875,214754300
2016-11-16,2537.5343811035154,2622.1188604736326,2537.5343811035154,2602.599365234375,195298100
2016-11-17,2570.066873168945,2628.6253588867185,2570.066873168945,2602.599365234375,84236700
2016-11-18,2615.611831165381,2622.118328257832,2576.572848610674,2583.079345703125,98115300
2016-11-21,2570.0664615388437,2583.0794562808123,2550.5469694258904,2557.053466796875,82463000
2016-11-22,2550.5471568433545,2583.0796460888055,2544.0406589942645,2570.066650390625,69602800
2016-11-23,2557.053560983106,2583.079551425682,2550.5470633724617,2563.56005859375,108352600
2016-11-24,2537.5340643454724,2557.05355714813,2446.443097933071,2478.9755859375,91265600
2016-11-25,2452.949780974625,2491.98876953125,2452.949780974625,2491.98876953125,65999500
2016-11-28,2505.001370112101,2511.507867177327,2485.4818789164224,2498.494873046875,61860400
2016-11-29,2491.9883759816485,2524.52086130778,2491.9883759816485,2498.494873046875,73215900
2016-11-30,2485.482291408317,2537.5342765687005,2452.9498006830772,2459.456298828125,145322000
2016-12-01,2485.48230802704,2537.5342935354597,2478.9758098384877,2511.50830078125,96825100
2016-12-02,2485.482288253277,2576.5732621683187,2478.9757901164885,2544.040771484375,68873200
2016-12-05,2537.5337727864585,2602.5987413194443,2531.0272759331597,2576.57275390625,56831800
2016-12-06,2557.0537677579523,2576.5732621683187,2537.5342733475863,2544.040771484375,67135100
2016-12-07,2531.02745408888,2531.02745408888,2485.4819729099027,2505.00146484375,74498300
2016-12-08,2524.5210729298856,2563.56005859375,2511.5080777085977,2563.56005859375,80253900
2016-12-09,2557.053263346354,2589.585747612847,2544.040269639757,2576.57275390625,73229000
2016-12-13,2550.546860240869,2583.079345703125,2537.533866055967,2583.079345703125,85397800
2016-12-14,2544.0406213877154,2583.079607905174,2544.0406213877154,2550.547119140625,53216800
2016-12-15,2510.9079283887468,2576.296155690537,2504.3691056585676,2556.6796875,58982800
2016-12-16,2556.67972776403,2556.67972776403,2497.830322265625,2497.830322265625,111038700
2016-12-19,2517.446799830386,2543.6020912571958,2484.752685546875,2484.752685546875,64957800
2016-12-20,2452.058602913455,2484.752717618968,2425.903311149045,2438.98095703125,88601300
2016-12-21,2484.752940021495,2517.4470576533568,2458.5976459160056,2471.67529296875,65390700
2016-12-22,2432.4423671874997,2471.67530859375,2432.4423671874997,2452.058837890625,53482700
2016-12-23,2478.2139135014395,2478.2139135014395,2399.748037612212,2412.82568359375,46232300
2016-12-27,2412.8256652668397,2458.5974258545575,2399.7480193846345,2438.98095703125,48998200
2016-12-28,2465.1364440121165,2510.9082082245427,2465.1364440121165,2504.369384765625,39654200
2016-12-29,2504.369092912238,2589.3737879719224,2491.2914475184407,2576.296142578125,126802300
2016-12-30,2576.2961254024026,2628.6067066288474,2576.2961254024026,2602.451416015625,128649100
2017-01-02,2602.451416015625,2602.451416015625,2602.451416015625,2602.451416015625,0
2017-01-03,2582.835205078125,2608.990498294106,2563.2187351661396,2582.835205078125,71660600
2017-01-04,2537.0634419501584,2602.451674990111,2537.0634419501584,2582.835205078125,68494500
2017-01-05,2589.3740283821203,2635.1457915100873,2576.29638177413,2582.835205078125,74018400
2017-01-06,2595.912827148438,2622.068120117188,2589.37400390625,2615.529296875,44136900
2017-01-09,2615.5295300839553,2635.146001559585,2608.9907062587454,2628.607177734375,85713200
2017-01-10,2635.1457666015626,2635.1457666015626,2589.37400390625,2615.529296875,44608000
2017-01-11,2589.37353515625,2615.5288233901515,2582.8347130977745,2589.37353515625,47226300
2017-01-12,2563.2182469223485,2595.9123572147255,2563.2182469223485,2589.37353515625,45738500
2017-01-13,2569.757558470135,2595.9128516861156,2569.757558470135,2582.835205078125,64704600
2017-01-16,2595.9128516861156,2615.5293215981014,2582.835205078125,2582.835205078125,42188800
2017-01-17,2602.4514203203717,2615.5290656486145,2589.3737749921283,2595.91259765625,45793400
2017-01-18,2589.37353515625,2622.067645448627,2582.8347130977745,2589.37353515625,56558200
2017-01-19,2576.2961296638855,2602.4514203203717,2563.218484335642,2595.91259765625,53435400
2017-01-20,2563.2187958958875,2576.296442813724,2497.830561306707,2504.369384765625,101523500
2017-01-23,2484.752426147461,2537.063003540039,2471.6747817993164,2510.90771484375,77653500
2017-01-24,2517.446751118926,2582.834978420716,2517.446751118926,2556.6796875,113430200
2017-01-25,2576.2964067508015,2576.2964067508015,2543.602289913862,2550.14111328125,47799100
2017-01-26,2550.1408517905297,2589.3737879719224,2523.9855610029344,2576.296142578125,60944600
2017-01-27,2550.140873533901,2563.218519039203,2537.0632280285986,2543.60205078125,47240400
2017-01-30,2523.98583984375,2556.6799569401715,2523.98583984375,2523.98583984375,30060700
2017-01-31,2530.524169921875,2563.21828064438,2523.985347777374,2530.524169921875,57849200
2017-02-01,2556.679674487428,2602.45143336572,2550.1408517905297,2576.296142578125,77648400
2017-02-02,2576.29638177413,2602.451674990111,2550.141088558149,2582.835205078125,73895600
2017-02-03,2550.141088558149,2595.9128516861156,2550.141088558149,2582.835205078125,59225000
2017-02-06,2576.295891039299,2589.37353515625,2556.679424863873,2589.37353515625,52999700
2017-02-07,2569.757328578404,2589.3737967354914,2563.218505859375,2563.218505859375,66017500
2017-02-08,2550.140636355378,2563.21828064438,2523.985347777374,2530.524169921875,115706000
2017-02-09,2530.524169921875,2556.679458499879,2523.985347777374,2530.524169921875,78090700
2017-02-10,2530.5244052759476,2556.679696286552,2523.9855825232967,2543.60205078125,91636700
2017-02-13,2563.218505859375,2563.218505859375,2550.140860421317,2563.218505859375,54547600
2017-02-14,2550.1411335208873,2550.1411335208873,2510.908193005181,2523.98583984375,146309400
2017-02-15,2523.98583984375,2523.98583984375,2523.98583984375,2523.98583984375,0
2017-02-16,2537.062992066376,2543.601814210877,2510.907703488372,2530.524169921875,127779400
2017-02-17,2543.601814210877,2543.601814210877,2517.446525632873,2530.524169921875,80814700
2017-02-20,2523.985347777374,2537.062992066376,2517.446525632873,2530.524169921875,26820400
2017-02-21,2537.063232421875,2543.602055185849,2523.985586893927,2537.063232421875,49368500
2017-02-22,2537.063232421875,2543.602055185849,2517.4467641299534,2537.063232421875,74260200
2017-02-23,2523.9853591918945,2530.524181365967,2504.3688926696777,2510.90771484375,122760100
2017-02-24,2504.3688926696777,2530.524181365967,2504.3688926696777,2510.90771484375,71119600
2017-02-27,2517.446525632873,2543.601814210877,2517.446525632873,2530.524169921875,54712100
2017-02-28,2523.9856001420458,2550.1408913352275,2517.44677734375,2517.44677734375,65928100
2017-03-01,2530.524422940341,2543.602068536932,2510.9079545454547,2517.44677734375,79662500
2017-03-02,2530.524678601297,2530.524678601297,2504.369384765625,2504.369384765625,59748700
2017-03-03,2497.8303089488636,2530.524422940341,2491.2914861505683,2517.44677734375,92350100
2017-03-06,2523.985569545201,2563.218505859375,2517.446746826172,2563.218505859375,99064100
2017-03-07,2563.2187351661396,2582.835205078125,2543.6022652541537,2582.835205078125,61945400
2017-03-08,2563.2185234777708,2569.7573462417445,2537.063232421875,2537.063232421875,31336300
2017-03-09,2589.37353515625,2589.37353515625,2537.062958688447,2589.37353515625,83224900
2017-03-10,2595.9128516861156,2608.990498294106,2556.6799118621443,2582.835205078125,70318300
2017-03-13,2576.29638177413,2595.9128516861156,2563.2187351661396,2582.835205078125,54433000
2017-03-14,2582.834918740355,2661.300789689429,2582.834918740355,2648.22314453125,122779100
2017-03-15,2635.1455035823406,2667.8396165300123,2622.067858403272,2641.684326171875,80434200
2017-03-16,2654.762169289704,2713.611576983318,2654.762169289704,2707.07275390625,123306900
2017-03-17,2707.072768162637,2707.072768162637,2635.1457139360937,2687.456298828125,123085600
2017-03-20,2680.917236328125,2687.4560588557547,2648.223123689977,2680.917236328125,87628300
2017-03-21,2654.7621927051496,2693.9951315136,2654.7621927051496,2674.378662109375,75349600
2017-03-22,2654.761958691646,2667.839603808354,2622.0678458998773,2661.30078125,110927600
2017-03-23,2661.3010158398915,2680.9174852441165,2648.223369570408,2674.378662109375,72319900
2017-03-24,2667.83984375,2687.4563131893383,2648.223374310662,2667.83984375,71877500
2017-03-27,2667.83984375,2674.3786668964462,2661.301020603554,2667.83984375,56070700
2017-03-29,2667.8398108057227,2713.611572265625,2667.8398108057227,2713.611572265625,84076600
2017-03-30,2707.07275390625,2726.6892231374545,2687.456284675045,2707.07275390625,61410200
2017-03-31,2733.2278038930085,2739.76662639036,2700.53369140625,2700.53369140625,88859000
2017-04-03,2700.5336750131146,2746.3054322167263,2700.5336750131146,2726.68896484375,66564400
2017-04-04,2726.6889326746323,2805.154801240809,2726.6889326746323,2778.99951171875,108165500
2017-04-05,2778.99951171875,2778.99951171875,2778.99951171875,2778.99951171875,0
2017-04-06,2733.2277873014086,2746.3054322167263,2700.5336750131146,2726.68896484375,79905800
2017-04-07,2700.53369140625,2707.0725139036017,2687.4560464115466,2700.53369140625,72954300
2017-04-10,2687.4560588557547,2707.0725264386433,2674.3784138004953,2680.917236328125,53211800
2017-04-11,2687.456280002824,2733.2280414627257,2687.456280002824,2713.611572265625,54580200
2017-04-12,2726.6892183970253,2726.6892183970253,2687.456280002824,2713.611572265625,33441400
2017-04-13,2713.6116009178254,2726.689247187309,2674.378662109375,2674.378662109375,47225000
2017-04-17,2674.3784520632016,2674.3784520632016,2622.06787109375,2622.06787109375,51373500
2017-04-18,2654.761958691646,2693.994894041769,2648.2231361332924,2661.30078125,68193500
2017-04-19,2661.30078125,2661.30078125,2661.30078125,2661.30078125,0
2017-04-20,2635.1457139360937,2713.611591274141,2635.1457139360937,2687.456298828125,110208600
2017-04-21,2733.2279212917138,2890.15966796875,2726.689098513504,2890.15966796875,237062100
2017-04-25,2942.470250194429,2955.5478957508485,2831.3102629648615,2890.15966796875,213322700
2017-04-26,2864.0043856534094,2883.6208540482958,2850.9267400568183,2877.08203125,103930700
2017-04-27,2864.004643699943,2877.0822904748284,2850.926996925057,2857.4658203125,78695300
2017-04-28,2877.0822904748284,2883.621113862271,2857.4658203125,2857.4658203125,124845700
2017-05-02,2883.620849609375,2909.7761407622947,2864.0043812446856,2883.620849609375,140198900
2017-05-03,2955.746305263537,2955.746305263537,2908.72306858889,2915.440673828125,92896600
2017-05-04,2928.8759005828088,2949.028716412507,2915.4406900296767,2935.593505859375,100510700
2017-05-05,2922.1582790673606,2928.8758843065957,2908.72306858889,2915.440673828125,43566800
2017-05-08,2935.5934895458313,2942.3110947850664,2895.287858110419,2915.440673828125,85508700
2017-05-09,2949.0287000243015,2989.3343314597137,2908.72306858889,2915.440673828125,90061700
2017-05-10,2915.4406900296767,2962.463926965639,2908.7230847531105,2935.593505859375,85484500
2017-05-12,2962.4636985085226,2982.616512784091,2942.3108842329543,2955.74609375,84813500
2017-05-15,2969.1811142667716,2969.1811142667716,2902.005070957569,2928.87548828125,88965200
2017-05-16,2949.0287000243015,2949.0287000243015,2915.440673828125,2915.440673828125,79436500
2017-05-17,2942.3110947850664,2942.3110947850664,2888.570252871184,2915.440673828125,65470700
2017-05-18,2888.5702365954903,2915.4406574010295,2868.417420991336,2895.287841796875,78913600
2017-05-19,2888.5700419512277,3123.6862081565605,2888.5700419512277,3043.074951171875,140860000
2017-05-22,3083.3807938338928,3137.1216355564875,2982.616715604027,3002.76953125,92800400
2017-05-23,3022.922141335227,3036.3573508522727,2935.5932794744317,2955.74609375,70551200
2017-05-24,2928.87548828125,2962.4635099358516,2908.722675288489,2928.87548828125,76441800
2017-05-26,2975.8991103887024,3016.2047416806486,2975.8991103887024,3002.76953125,123903300
2017-05-29,3002.769652486119,3002.769652486119,2928.8759921341116,2949.02880859375,69694400
2017-05-30,2922.158110092198,2942.3109246445583,2908.722900390625,2908.722900390625,57720500
2017-05-31,2922.158203125,2935.5934132543102,2888.570177801724,2922.158203125,184808900
2017-06-01,2922.158203125,2922.158203125,2922.158203125,2922.158203125,0
2017-06-02,2955.746245362443,2989.334270877925,2915.440614743864,2942.31103515625,168414800
2017-06-05,2915.440673828125,2942.3110947850664,2888.570252871184,2915.440673828125,88200300
2017-06-06,2922.1582626024147,2922.1582626024147,2888.5702365954903,2895.287841796875,99538800
2017-06-07,2922.158432006836,2922.158432006836,2881.852798461914,2902.005615234375,99176400
2017-06-08,2902.005523255814,2902.005523255814,2888.5703125,2888.5703125,88979800
2017-06-09,2935.5933197937716,2942.3109246445583,2902.0052955398382,2908.722900390625,137960200
2017-06-12,2902.0052955398382,2915.4405052414118,2895.2876906890515,2908.722900390625,52481100
2017-06-13,2915.4402796194095,2928.87548828125,2908.722675288489,2928.87548828125,61967400
2017-06-14,2942.3106969430905,2942.3106969430905,2908.722675288489,2928.87548828125,72198600
2017-06-15,2922.1578839503295,2935.5930926121705,2908.722675288489,2928.87548828125,50887900
2017-06-16,2908.7230847531105,2982.6167427953374,2908.7230847531105,2935.593505859375,267351200
2017-06-19,2955.74609375,2969.181303267045,2949.0284889914774,2955.74609375,48458800
2017-06-20,2969.1815960380704,3029.640044826176,2955.7463851962693,3016.204833984375,93396600
2017-06-21,3009.487244192478,3043.075271471412,2996.0520332809047,3036.357666015625,116596300
2017-06-22,3049.792876927199,3049.792876927199,3022.9224551040516,3036.357666015625,76420700
2017-06-23,3036.357666015625,3036.357666015625,3036.357666015625,3036.357666015625,0
2017-06-26,3036.357666015625,3036.357666015625,3036.357666015625,3036.357666015625,0
2017-06-27,3036.357666015625,3036.357666015625,3036.357666015625,3036.357666015625,0
2017-06-28,3036.357666015625,3036.357666015625,3036.357666015625,3036.357666015625,0
2017-06-29,3036.357666015625,3036.357666015625,3036.357666015625,3036.357666015625,0
2017-06-30,3036.357666015625,3036.357666015625,3036.357666015625,3036.357666015625,0
2017-07-03,3043.0751739055977,3217.73291015625,3036.357568665188,3217.73291015625,213322100
2017-07-04,3163.9921236723853,3177.4273343886166,3083.380859375,3083.380859375,126977200
2017-07-05,3056.5102709641105,3083.38069092863,3043.0750609818506,3076.6630859375,76950600
2017-07-06,3069.9456800235216,3143.839339717742,3069.9456800235216,3123.6865234375,74712800
2017-07-07,3116.9688259314257,3150.556852072928,3110.251220703125,3110.251220703125,74859600
2017-07-10,3137.121358725383,3137.121358725383,3063.227707877462,3069.9453125,40905200
2017-07-11,3083.38078347911,3116.968809442935,3063.227967900815,3090.098388671875,59015400
2017-07-12,3076.6630278087796,3116.9686569940477,3076.6630278087796,3103.533447265625,42386500
2017-07-13,3130.4040198284647,3143.8392302139946,3076.663178286345,3090.098388671875,83010800
2017-07-14,3076.663178286345,3103.533599057405,3069.94557309358,3090.098388671875,61198800
2017-07-17,3069.9456800235216,3123.6865234375,3069.9456800235216,3123.6865234375,53983200
2017-07-18,3130.4040363880267,3130.4040363880267,3083.380799789923,3110.251220703125,63087200
2017-07-19,3110.25120425017,3110.25120425017,3069.94557309358,3090.098388671875,31882000
2017-07-20,3103.5336154748247,3123.686431159726,3090.0984050182237,3110.251220703125,65946300
2017-07-21,3090.0982023540296,3103.533411929482,3043.0749688399465,3063.227783203125,61852600
2017-07-24,3022.9224420362902,3123.6865234375,3022.9224420362902,3123.6865234375,139361700
2017-07-25,3143.8390533964516,3184.1446822861494,3116.968634136653,3170.70947265625,82776400
2017-07-26,3157.2744140625,3184.144834607713,3123.686388380984,3157.2744140625,65286900
2017-07-27,3157.2745505712364,3170.7097614247314,3123.6865234375,3123.6865234375,79556300
2017-07-28,3137.121598653591,3170.7096243351066,3130.4039935172873,3157.2744140625,77012600
2017-07-31,3143.8392794676174,3190.8625165536714,3137.12167416961,3150.556884765625,105620500
2017-08-01,3157.274372092833,3237.8856326569053,3150.556767045827,3204.297607421875,98006400
2017-08-02,3224.450439453125,3251.320859781901,3211.015229288737,3224.450439453125,76646000
2017-08-03,3197.5800448803193,3217.732860289229,3137.121598653591,3157.2744140625,57453500
2017-08-04,3157.274151624398,3163.9917562023224,3130.403733312701,3137.121337890625,53596700
2017-08-07,3137.1213378906255,3177.426965358171,3130.403733312701,3137.121337890625,50259300
2017-08-08,3123.686463573594,3150.556884765625,3123.686463573594,3150.556884765625,55006100
2017-08-09,3137.1215234582337,3170.70954833466,3137.1215234582337,3163.991943359375,67040700
2017-08-10,3170.70954833466,3177.4271533099454,3157.27433838409,3163.991943359375,36139000
2017-08-11,3150.5567162668603,3157.2743212055957,3130.4039014506543,3143.839111328125,61681900
2017-08-14,3170.70954833466,3177.4271533099454,3157.27433838409,3163.991943359375,45942500
2017-08-15,3190.862456436641,3190.862456436641,3163.9920357508586,3177.42724609375,62541500
